position,rec_id,year,country,commodity,location,fac_name,fac_type,dmslat,dmslong,latitude,longitude,precision,mm,op_comp,maininvest,othinvest,status,capacity,units,notes,cite
91,91,2007,Australia,"Coal: black","12 kilometers north of Singleton, New South Wales","Glennies Creek longwall coal mines",Mine,"33. 32'  S","151. 05'  E",-32.46,151.09,F,U,,"CRVD INCO Ltd., 85%","Nippon Steel Australia Pty. Ltd., 5%; POSCO Australia Pty. Ltd., 5%; private, 5%",Active,2800,"thousand metric tons per year",,847
92,92,2007,Australia,"Coal: black","24 kilometers northwest of Lithgow, New South Wales","Baal Bone longwall coal mine",Mine,"34. 43'  S","150. 02'  E",-33.29,150.03,F,U,"Oakbridge Pty. Ltd.","Oakbridge Pty. Ltd., 74.1% (Xstrata plc, 100%)","Sumitomo Corp., 5%; Toyota Tsusho Mining (Australia) Pty. Ltd. 4.75%; private, 14.44%",Active,2500,"thousand metric tons per year",,847
93,93,2007,Australia,"Coal: black","25 kilometers southwest of Newcastle, New South Wales","West Wallsend longwall coal mine",Mine,"33. 03'  S","151. 36'  E",-32.95,151.6,F,U,,"Xstrata plc, 70%","Marubeni Coal Pty. Ltd., 17%; private 13%",Active,2500,"thousand metric tons per year",,847
94,94,2007,Australia,"Coal: black","5 kilometers southeast of Maitland, New South Wales","Donaldson open pit coal  mine",Mine,"33. 11'  S","151. 37'  E",-32.81,151.61,F,S,"Donaldson Coal  Pty. Ltd.","Donaldson Coal  Pty. Ltd., 100%",,Active,2500,"thousand metric tons per year",,847
95,95,2007,Australia,"Coal: black","70 kilometers southwest of Sydney, New South Wales","Tahmoor longwall coal (includes Tahmoor North and Bargo)",Mine,"35. 45'  S","150. 35'  E",-34.25,150.58,F,U,,"Centennial Coal Co. Ltd., 85.79%","Private, 14.21%",Active,2500,"thousand metric tons per year",,847
96,96,2007,Australia,"Coal: black","10 kilometers east of Lithgow, New South Wales","Clarence underground coal mine",Mine,"34. 32'  S","150. 15'  E",-33.46,150.25,F,U,"Centennial Coal Co. Ltd., manager","Centennial Coal Co. Ltd., 85%","SK Australia Pty. Ltd., 15%",Active,2500,"thousand metric tons per year",,847
97,97,2007,Australia,"Coal: black","43 kilometers northwest of Wollongong, New South Wales","West Cliff longwall coal mine",Mine,"35. 47'  S","150. 49'  E",-34.22,150.82,F,U,"BHP Billiton Ltd.","BHP Billiton Ltd., 100%",,Active,2300,"thousand metric tons per year",,847
98,98,2007,Australia,"Coal: black","110 kilometers of northwest Newcastle, New South Wales","Duralie open  pit coal mine",Mine,"33. 46'  S","150. 56'  E",-32.24,150.94,F,S,"Gloucester Coal Ltd.","Gloucester Coal Ltd., 100%",,Active,2000,"thousand metric tons per year",,847
99,99,2007,Australia,"Coal: black","15 kilometers southwest of Wollongong, New South Wales","Elouera longwall coal mine",Mine,"35. 31'  S","150. 46'  E",-34.48,150.76,F,U,"Gujarat NRE Resources NL","Gujarat NRE Resources NL, 100%",,Active,2000,"thousand metric tons per year",,847
100,100,2007,Australia,"Coal: black","18 kilometers southeast of Collie, Western Australia","Muja open pit coal mine",Mine,"34. 34'  S","116. 19'  E",-33.43,116.31,F,S,"The Griffin Coal Mining Co. Pty. Ltd.","The Griffin Coal Mining Co. Pty. Ltd., 100%",,Active,2000,"thousand metric tons per year",,847
101,101,2007,Australia,"Coal: black","30 kilometers southwest of Newcastle, New South Wales","Awaba underground coal mine",Mine,"34. 59'  S","151. 32'  E",-33.02,151.54,F,U,"Powercoal Pty. Ltd.","Centennial Coal Co. Ltd., 100%",,Active,2000,"thousand metric tons per year",,847
102,102,2007,Australia,"Coal: black","5 kilometers northwest of Singleton, New South Wales","Rixs Creek open pit coal mine",Mine,"33. 31'  S","151. 08'  E",-32.49,151.13,F,S,"Bloomfield Colliers Pty. Ltd.","Bloomfield Colliers Pty. Ltd., 100%",,Active,2000,"thousand metric tons per year",,847
103,103,2007,Australia,"Coal: black","4 kilometers northeast of Muswellbrook, Hunter Valley, New South Wales","Muswellbrook No. 2 open pit coal mine",Mine,"33. 44'  S","150. 50'  E",-32.27,150.84,F,S,"Muswellbrook Coal Co.","Muswellbrook Coal Co., 100%",,Active,1700,"thousand metric tons per year",,847
104,104,2007,Australia,"Coal: black","25 kilometers southwest of Newcastle, New South Wales","Myuna underground coal mine",Mine,"34. 56'  S","151. 34'  E",-33.06,151.57,F,U,"Centennial Coal Co. Ltd.","Centennial Coal Co. Ltd., 100%",,Active,1500,"thousand metric tons per year",,847
105,105,2007,Australia,"Coal: black","8 kilometers east of Collie, Western Australia","Ewington II open pit coal mine",Mine,"34. 38'  S","116. 16'  E",-33.36,116.26,F,S,"Griffin Coal Mining Co. Pty. Ltd.","Griffin Coal Mining Co. Pty. Ltd., 100%",,Active,1000,"thousand metric tons per year",,847
106,106,2007,Australia,"Coal: brown","165 kilometers east of Melbourne, Victoria","Loy Yang open pit lignite mine at Traralgon",Mine,"39. 44'  S","146. 34'  E",-38.26,146.57,F,S,"Loy Yang Power Ltd.","Loy Yang Power Ltd., 100%",,Active,30000,"thousand metric tons per year",,847
107,107,2007,Australia,"Coal: brown","150 kilometers southeast of Melbourne, Victoria","Hazelwood open pit lignite mine at Morwell",Mine,"39. 44'  S","146. 23'  E",-38.26,146.38,F,S,"International Power Hazelwood","International Power Hazelwood, 100%",,Active,20000,"thousand metric tons per year",,847
108,108,2007,Australia,"Coal: brown","140 kilometers southeast of Melbourne, Victoria","Yallourn open pit lignite mine",Mine,"39. 48'  S","146. 21'  E",-38.2,146.35,F,S,"CLP Power Asia Ltd.","CLP Power Asia Ltd., 100%",,Active,18000,"thousand metric tons per year",,847
109,109,2007,Australia,Cobalt,"27 kilometers south of Karratha, Western Australia","Radio Hill underground nickel-cobalt mine",Mine,"21. 01'  S","116. 52'  E",-20.98,116.86,F,U,"Fox Resources Ltd.","Fox Resources Ltd., 100%",,Active,200,"metric tons per year",,847
110,110,2007,Australia,Cobalt,"30 kilometers east of Kalgoorlie, Western Australia","Bulong open pit nickel-cobalt mine",Mine,"31. 19'  S","121. 49'  E",-30.69,121.82,F,S,"Preston Resources Ltd.","Preston Resources Ltd., 100%",,Active,200,"metric tons per year",,847
111,111,2007,Australia,Cobalt,"50 kilometers northwest of Kalgoorlie, Western Australia","Cawse open pit nickel-cobalt mine",Mine,"31. 28'  S","121. 14'  E",-30.53,121.24,F,S,"Norilsk Nickel  Mining and Metallurgical","Norilsk Nickel  Mining and Metallurgical, 100%",,Active,100,"metric tons per year",,847
112,112,2007,Australia,Cobalt,"Townsville, Queensland","Yabulu nickel-cobalt refinery",Plant,"20. 48'  S","146. 37'  E",-19.2,146.61,F,,"BHP Billiton Ltd.","BHP Billiton Ltd., 100%",,Active,3,"thousand metric tons per year",,847
113,113,2007,Australia,Cobalt,"60 kilometers east of Leonora, Western Australia","Murrin Murrin open pit nickel-cobalt mine",Mine,"29. 14'  S","121. 55'  E",-28.76,121.92,F,S,"Minara Resources Ltd.","Minara Resources Ltd., 60%","Glencore Australia Pty. Ltd. International AG, 40%",Active,2,"thousand metric tons per year",,847
114,114,2007,Australia,Copper,"Townsville, Queensland","Townsville copper refinery",Plant,"20. 40'  S","146. 53'  E",-19.33,146.89,F,,"Xstrata plc","Xstrata plc, 100%",,Active,300,"thousand metric tons per year",,847
115,115,2007,Australia,Copper,"Mount Isa, Queensland","Mount Isa copper smelter",Plant,"21. 16'  S","139. 29'  E",-20.73,139.49,F,,"Xstrata plc","Xstrata plc, 100%",,Active,250,"thousand metric tons per year",,847
116,116,2007,Australia,Copper,"Roxby Downs, 80 kilometers north of Woomera, South Australia","Olympic Dam underground copper-silver-gold-uranium mine",Mine,"31. 32'  S","136. 53'  E",-30.46,136.88,F,U,"Olympic Dam Operations Pty. Ltd.","BHP Billiton Ltd., 100%",,Active,235,"thousand metric tons per year",,847
117,117,2007,Australia,Copper,"Roxby Downs 80 kilometers north of Woomera, South Australia","Olympic Dam copper refinery",Plant,"31. 32'  S","136. 53'  E",-30.46,136.88,F,,"Olympic Dam Operations Pty. Ltd.","BHP Billiton Ltd., 100%",,Active,235,"thousand metric tons per year",,847
118,118,2007,Australia,Copper,"Mount Isa, Queensland","Mount Isa underground copper-lead-zinc-silver mine (also includes Enterprise, George Fisher and Hilton  mines)",Mine,"21. 16'  S","139. 29'  E",-20.73,139.49,F,U,"Xstrata plc","Xstrata plc, 100%",,Active,190,"thousand metric tons per year",,847
119,119,2007,Australia,Copper,"Port Kembla, New South Wales","Port Kembla copper refinery",Plant,"35. 31'  S","150. 55'  E",-34.48,150.91,F,,"Furukawa Co. Ltd.","Furukawa Co. Ltd., 52.5%;","Nittetsu Mining Co., 20%; Nissho Iwai Corp., 17.5%; Itochu Corp., 10%",Active,120,"thousand metric tons per year",,847
120,120,2007,Australia,Copper,"Port Kembla, New South Wales","Port Kembla copper smelter",Plant,"35. 31'  S","150. 55'  E",-34.48,150.91,F,,"Furukawa Co. Ltd.","Furukawa Co. Ltd., 52.5%;","Nittetsu Mining Co., 20%; Nissho Iwai Corp., 17.5%; Itochu Corp., 10%",Active,120,"thousand metric tons per year",,847
121,121,2007,Australia,Copper,"35 kilometers northeast of Cloncurry, Queensland","Ernest Henry open pit copper-gold mine",Mine,"21. 34'  S","140. 43'  E",-20.43,140.72,F,S,"Xstrata plc","Xstrata plc, 100%",,Active,115,"thousand metric tons per year",,847
122,122,2007,Australia,Copper,"30 kilometers north of Parkes, New South Wales","Northparkes open pit/underground copper-gold mine",Mine,"33. 05'  S","148. 03'  E",-32.91,148.05,F,"S,U","Rio Tinto Ltd.","Rio Tinto Ltd., 80%","Sumitomo Metal Mining Oceania Pty. Ltd., 13.3%; SC Mineral Resources Pty. Ltd., 6.7%",Active,90,"thousand metric tons per year",,847
123,123,2007,Australia,Copper,"60 kilometers southeast of Cloncurry, Queensland","Eloise underground copper mine",Mine,"21. 03'  S","140. 59'  E",-20.95,140.98,F,U,"Barminco Ply Ltd.","Barminco Ply Ltd., 100%",,Active,70,"thousand metric tons per year",,847
124,124,2007,Australia,Copper,"Roxby Downs, 80 kilometers north of Woomera, South Australia","Olympic Dam copper smelter",Plant,"31. 32'  S","136. 53'  E",-30.46,136.88,F,,"Olympic Dam Operations Pty. Ltd.","BHP Billiton Ltd., 100%",,Active,70,"thousand metric tons per year",,847
125,125,2007,Australia,Copper,"120 kilometers north of Mount Isa, Queensland","Mount Gordon open pit copper (SW-EX) mine (Mammoth)",Mine,"20. 18'  S","139. 22'  E",-19.7,139.36,F,S,"Aditya Birla Minerals Ltd.","Aditya Birla Minerals Ltd., 100%",,Active,50,"thousand metric tons per year",,847
126,126,2007,Australia,Copper,"195 kilometers southeast of Mount Isa, Queensland","Osborne underground copper-gold mine",Mine,"22. 08'  S","140. 55'  E",-21.86,140.92,F,U,"Barrick  Gold Corp.","Barrick  Gold Corp., 100%",,Active,50,"thousand metric tons per year",,847
127,127,2007,Australia,Copper,"2 kilometers northeast of Queenstown, Tasmania","Mount Lyell underground copper-gold mine",Mine,"43. 56'  S","145. 35'  E",-42.06,145.59,F,U,"Sterlite Industries (India) Ltd.","Sterlite Industries (India) Ltd., 100%",,Active,35,"thousand metric tons per year",,847
128,128,2007,Australia,Copper,"10 kilometers northwest of Cobar, New South Wales","Cobar underground copper mine",Mine,"32. 35'  S","145. 48'  E",-31.41,145.8,F,U,"Glencore Australia Pty. Ltd.","Glencore Australia Pty. Ltd., 100%",,Active,30,"thousand metric tons per year",,847
129,129,2007,Australia,Copper,"5 kilometers south of Orange, New South Wales","Ridgeway underground gold-copper mine",Mine,"34. 40'  S","149. 06'  E",-33.34,149.1,F,U,"Newcrest Mining Ltd.","Newcrest Mining Ltd., 100%",,Active,30,"thousand metric tons per year",,847
130,130,2007,Australia,Copper,"200 kilometers southeast of Marble Bar, Western Australia","Nifty open pit copper (SX-EX)  mine",Mine,"22. 20'  S","121. 34'  E",-21.66,121.57,F,S,"Aditya Birla Minerals Ltd.","Aditya Birla Minerals Ltd., 100%",,Active,25,"thousand metric tons per year",,847
131,131,2007,Australia,Copper,"21 kilometers south-southwest of Orange, New South Wales","Cadia Hill open pit gold-copper mine",Mine,"34. 32'  S","149. 00'  E",-33.47,149,F,S,"Newcrest Mining Ltd.","Newcrest Mining Ltd., 100%",,Active,25,"thousand metric tons per year",,847
132,132,2007,Australia,Copper,"52 kilometers southeast of Yalgoo, Western Australia","Golden Grove underground zinc-copper mine (Gossan Hill)",Mine,"29. 16'  S","116. 56'  E",-28.74,116.94,F,U,"Oxiana Ltd.","Oxiana Ltd., 100%",,Active,20,"thousand metric tons per year",,847
133,133,2007,Australia,Copper,"100 kilometers north-northwest of Mount Isa, Queensland","Lady Annie copper (SW-EX) mine",Mine,"20. 13'  S","139. 04'  E",-19.78,139.06,F,S,,"Copper Co Ltd., 100%",,Active,19,"thousand metric tons per year",,847
134,134,2007,Australia,Copper,"150 kilometers southeast of Mount Isa, Queensland","Selwyn underground copper-gold mine",Mine,"22. 28'  S","140. 30'  E",-21.54,140.5,F,U,"Barrick  Gold Corp.","Barrick  Gold Corp., 100%",,Active,17,"thousand metric tons per year",,847
135,135,2007,Australia,Copper,"110 kilometers northwest of Cloncurry, Queensland","Leichardt copper mine",Mine,"20. 01'  S","139. 55'  E",-19.99,139.92,F,S,"Matrix Metals Ltd.","Matrix Metals Ltd., 100%",,Active,10,"thousand metric tons per year",,847
136,136,2007,Australia,Copper,"8 kilometers south of Cobar, New South Wales","Peak underground gold-zinc-lead-copper-silver underground mine",Mine,"32. 26'  S","145. 52'  E",-31.56,145.87,F,U,"GoldCorp Inc","GoldCorp Inc, 100%",,Active,3,"thousand metric tons per year",,847
137,137,2007,Australia,Copper,"35 kilometers north of Queenstown, Tasmania","Rosebery underground zinc-lead-silver-copper-gold mine",Mine,"42. 14'  S","145. 33'  E",-41.77,145.55,F,U,"OZ Minerals Ltd.","OZ Minerals Ltd., 100%",,Active,2,"thousand metric tons per year",,847
138,138,2007,Australia,Copper,"80 kilometers south-southwest of Burnie, Tasmania","Hellyer underground zinc-lead-copper-silver mine",Mine,"42. 25'  S","145. 44'  E",-41.58,145.73,F,U,,"Intec Ltd., 50%, and Polymetals Mining  Services Pty. Ltd., 50%",,Active,1,"thousand metric tons per year",,847
139,139,2007,Australia,Diamond,"120 kilometers southwest of Kununurra, Western Australia","Argyle Mine (AK-1 lamproite pipe and alluvial diamond mines",Mine,"17. 17'  S","128. 23'  E",-16.71,128.39,F,,"Rio Tinto plc.","Rio Tinto plc., 100%",,Active,30000,"thousand carats per year",,847
140,140,2007,Australia,Diamond,"130 kilometers east southeast  of  Derby, Western Australia","Ellendale Mining  Lease",Mine,"18. 19'  S","124. 56'  E",-17.68,124.93,F,,"Gem Diamond Ltd.","Gem Diamond Ltd., 100%",,Active,700,"thousand carats per year",,847
141,141,2007,Australia,Diamond,"140 kilometers east of Derby","Ellendale 9 North mine",Mine,"18. 26'  S","124. 51'  E",-17.57,124.85,F,,"Blinda Diamond NL","Blinda Diamond NL, 100%",,Active,500,"thousand carats per year",,847
142,142,2007,Australia,Diatomite,"85 kilometers north-northwest of Tamworth, New South Wales","Barraba open pit diatomite mine",Mine,"31. 35'  S","150. 44'  E",-30.41,150.74,F,S,"Australian Diatomite Mining Pty. Ltd.","Australian Diatomite Mining Pty. Ltd., 100%",,Active,25,"thousand metric tons per year",,847
143,143,2007,Australia,Dolomite,"Northern Yorke Peninsula, South Australia","Ardrossan metallurgical dolomite quarry",Mine,"35. 33'  S","137. 54'  E",-34.45,137.9,F,,"OneSteel Ltd.","OneSteel Ltd., 100%",,Active,650,"thousand metric tons per year",,847
144,144,2007,Australia,Feldspar,"42 kilometers southwest of Broken Hill, New South Wales","Triple Chance open pit feldspar mine (includes Beryl, Bakers and Spar Ridge)",Mine,"33. 51'  S","141. 08'  E",-32.15,141.14,F,S,"Minerals Corp. Ltd.","Minerals Corp. Ltd., 100%",,Active,15,"thousand metric tons per year",,847
145,145,2007,Australia,Garnet,"100 kilometers north of Geraldton, Western Australia","Port Gregory open pit industrial garnet mine",Mine,"29. 48'  S","114. 17'  E",-28.2,114.28,F,S,"GMA Garnet Pty. Ltd.","GMA Garnet Pty. Ltd., 100%",,Active,250,"thousand metric tons per year",,847
146,146,2007,Australia,"Gas: condensate","130 kilometers offshore from Dampier, Western Australia","North West Shelf gas operations","Oil, Gas","21. 59'  S","115. 52'  E",-20.02,115.87,F,,"Woodside Petroleum Pty. Ltd., manager","BHP Pet. Pty. Ltd., BP Aus. Holdings Ltd., Chevron Asiatic Ltd., Japan Aus. LNG (MIMI) Pty. Ltd., Shell Dev. (Australia) Pty. Ltd., and Woo",,Active,60,"42-gallon barrels per day",,847
147,147,2007,Australia,"Gas: natural","130 kilometers offshore from Dampier, Western Australia","North West Shelf gas operations","Oil, Gas","21. 59'  S","115. 52'  E",-20.02,115.87,F,,"Woodside Petroleum Pty. Ltd., manager","BHP Pet. Pty. Ltd., BP Aus. Holdings Ltd., Chevron Asiatic Ltd., Japan Aus. LNG (MIMI) Pty. Ltd., Shell Dev. (Australia) Pty. Ltd., and Woodside Petroleum Ltd., 16.67% each)",,Active,20,"million cubic meters per day",,847
148,148,2007,Australia,"Gas: natural, liquefied","Four-train liquefaction plant, Burrup Peninsula, Western Australia","North West Shelf gas operations",Plant,"21. 25'  S","116. 47'  E",-20.59,116.78,F,,"Woodside Petroleum Pty. Ltd., manager","BHP Pet. Pty. Ltd., BP Aus. Holdings Ltd., Chevron Asiatic Ltd., Japan Aus. LNG (MIMI) Pty. Ltd., Shell Dev. (Australia) Pty. Ltd., and Woodside Petroleum Ltd., 16.67% each)",,Active,12,"million metric tons",,847
149,149,2007,Australia,Gold,"Newburn, Western Australia","Perth refinery",Plant,"32. 02'  S","115. 58'  E",-31.96,115.97,F,,"ARG Matthey","Australia Gold Alliance Pty. Ltd., 40%; Western Australia Mint, 40%","Johnson Matthey (Australia), Ltd., 20%",Active,300000,"kilograms per year",,847
150,150,2007,Australia,Gold,"30 kilometers north of Parkes, New South Wales","Northparkes open pit/underground copper-gold mine",Mine,"33. 05'  S","148. 03'  E",-32.91,148.05,F,"S,U","Rio Tinto Ltd.","Rio Tinto Ltd., 80%","Sumitomo Metal Mining Oceania Pty. Ltd., 20%",Active,155000,"kilograms per year",,847
151,151,2007,Australia,Gold,"Newburn, Western Australia","Perth refinery",Plant,"32. 02'  S","115. 58'  E",-31.96,115.97,F,,"ARG Matthey","Australia Gold Alliance Pty. Ltd., 40%; Western Australia Mint, 40%","Johnson Matthey (Australia), Ltd., 20%",Active,81000,"kilograms per year",,847
152,152,2007,Australia,Gold,"Southeast corner of the Kalgoorlie-Boulder Township, Western Australia","Super Pit open pit gold mine (includes Fimiston)",Mine,"31. 13'  S","121. 30'  E",-30.78,121.5,F,S,"Kalgoorlie Consolidated Gold Mines Pty. Ltd., manager","Barrick Gold Corp., 50%, and Newmont Mining Ltd., 50%",,Active,25000,"kilograms per year",,847
153,153,2007,Australia,Gold,"Kalgoorlie, Western Australia","Gidji Roaster gold smelter",Plant,"31. 24'  S","121. 34'  E",-30.6,121.57,F,,"Kalgoorlie Consolidated Gold Mines Pty. Ltd., manager","Kalgoorlie Consolidated Gold Mines Pty. Ltd., 100%",,Active,24300,"kilograms per year",,847
154,154,2007,Australia,Gold,"20 kilometers south of Laverton, Western Australia","Granny Smith open pit gold mine (Wallaby)",Mine,"29. 11'  S","122. 25'  E",-28.81,122.41,F,S,"Barrick  Gold Corp.","Barrick  Gold Corp., 100%",,Active,16000,"kilograms per year",,847
